User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Friends_ID_list,Risk
35357,male,26,D,Non_Verified,Heterosexual,Dominant,Nobody,0,before_706_days,24.5.2015,0,00:00,0,0,0,,unknown_risk
3536,female,"26,5",M,Non_Verified,bisexual,Submisive,Nobody,15,before_1816_days,13.9.2011,0,00:00,0,0,0,,unknown_risk
35362,male,"31,1",F,Non_Verified,bisexual,Submisive,Nobody,0,before_705_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35363,male,"31,2",B,Non_Verified,bicurious,Submisive,,0,before_524_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35364,male,"32,2",B,Non_Verified,Heterosexual,Dominant,Nobody,45,before_331_days,25.5.2015,0,00:00,0,0,9,,unknown_risk
35365,male,"36,6",B,Non_Verified,bisexual,Submisive,Men_and_Women,0,before_691_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35367,male,38,B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_54_days,25.5.2015,0,00:02,0,0,0,,unknown_risk
35368,female,"24,2",L,Non_Verified,bicurious,Submisive,Women,15,before_705_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35369,male,"27,3",A,Non_Verified,bicurious,Dominant,Nobody,0,before_705_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
3537,male,"41,3",H,Non_Verified,Heterosexual,Dominant,,15,before_1_days,13.9.2011,0,00:00,0,0,0,"4,821,538,193",unknown_risk
35370,male,"22,9",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_35_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35372,female,"20,8",B,Non_Verified,bicurious,Submisive,Nobody,0,before_393_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35373,male,"31,9",N,Non_Verified,Heterosexual,Submisive,Nobody,0,before_705_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35375,female,"26,6",N,Non_Verified,bicurious,Submisive,Nobody,0,before_703_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35376,male,"31,9",N,Non_Verified,Heterosexual,Submisive,Nobody,0,before_703_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35377,male,"24,6",M,Non_Verified,Homosexual,Submisive,Nobody,0,before_15_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35378,male,"28,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_686_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35379,male,"38,9",J,Non_Verified,Heterosexual,Switch,Nobody,0,before_705_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
3538,male,"53,1",M,Non_Verified,Heterosexual,Switch,Women,15,before_1_days,13.9.2011,0,00:50,0,0,0,"4,685,735,969,428,820,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",unknown_risk
35381,male,"47,4",C,Non_Verified,bisexual,Submisive,Nobody,0,before_701_days,25.5.2015,0,00:00,0,0,0,,unknown_risk
35382,male,"28,7",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_286_days,26.5.2015,0,00:00,0,0,0,,unknown_risk
35390,female,"21,1",C,Non_Verified,bisexual,Dominant,Nobody,0,before_704_days,26.5.2015,0,00:00,0,0,0,,unknown_risk
35391,male,"40,1",A,Non_Verified,Heterosexual,Dominant,Women,0,before_519_days,26.5.2015,0,00:00,0,0,0,,unknown_risk
35393,male,"29,6",H,Non_Verified,Heterosexual,Switch,Nobody,0,before_686_days,26.5.2015,0,00:00,0,0,0,,unknown_risk
35394,male,"26,4",B,Non_Verified,Heterosexual,Dominant,Women,0,before_1_days,26.5.2015,0,00:00,0,0,0,,unknown_risk
35395,male,"40,1",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_704_days,26.5.2015,0,00:00,0,0,0,,unknown_risk
35399,male,46,O,Non_Verified,Heterosexual,Submisive,Women,0,before_534_days,27.5.2015,0,00:00,1,0,0,,unknown_risk
3540,female,"35,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_2033_days,14.9.2011,0,00:00,0,0,0,,unknown_risk
35400,male,"44,5",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_703_days,27.5.2015,0,00:00,0,0,0,,unknown_risk
35401,male,"56,5",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_703_days,27.5.2015,0,00:00,0,0,0,,unknown_risk
35402,male,25,B,Non_Verified,bisexual,Submisive,Men_and_Women,0,before_354_days,27.5.2015,0,00:42,1,0,0,,unknown_risk
35403,male,"22,7",K,Non_Verified,bisexual,Submisive,Nobody,0,before_703_days,27.5.2015,0,00:00,0,0,0,,unknown_risk
35405,male,"42,9",E,Non_Verified,Heterosexual,Switch,Nobody,0,before_660_days,27.5.2015,0,00:00,0,0,0,,unknown_risk
35408,male,"31,3",O,Non_Verified,bicurious,Dominant,Nobody,0,before_239_days,27.5.2015,0,00:00,0,0,0,,unknown_risk
35409,female,"27,2",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_702_days,27.5.2015,0,00:00,0,0,0,,unknown_risk
35410,male,"26,1",M,Non_Verified,Heterosexual,Dominant,Women,15,before_168_days,28.5.2015,0,00:00,1,0,0,,unknown_risk
35411,male,"36,8",M,Non_Verified,Heterosexual,Switch,Nobody,0,before_702_days,28.5.2015,0,00:00,0,0,0,,unknown_risk
35412,male,34,K,Non_Verified,Heterosexual,Submisive,Women,0,before_270_days,28.5.2015,0,01:02,0,0,0,,unknown_risk
35413,male,"40,4",F,Non_Verified,bicurious,Switch,Men_and_Women,0,before_694_days,28.5.2015,0,00:00,0,0,0,,unknown_risk
35414,male,"38,7",L,Non_Verified,bisexual,Submisive,Nobody,0,before_702_days,28.5.2015,0,00:00,0,0,0,,unknown_risk
35415,female,"41,3",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_36_days,28.5.2015,0,00:00,0,0,0,,unknown_risk
35416,female,"27,9",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_581_days,28.5.2015,0,00:00,0,0,0,,unknown_risk
35417,male,"26,9",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_702_days,28.5.2015,0,00:00,0,0,0,,unknown_risk
35419,male,"21,2",K,Non_Verified,Heterosexual,Switch,Nobody,0,before_698_days,28.5.2015,0,00:00,0,0,0,,unknown_risk
3542,male,"27,8",B,Non_Verified,Heterosexual,Dominant,Women,85,before_974_days,14.9.2011,43,00:01,1,0,0,,unknown_risk
35426,male,56,A,Non_Verified,bisexual,Submisive,Men_and_Women,0,before_4_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35427,male,"39,9",A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_599_days,29.5.2015,0,00:00,2,0,0,,unknown_risk
35428,male,"41,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_14_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35429,male,"35,7",O,Non_Verified,Heterosexual,Switch,Women,15,before_457_days,29.5.2015,0,00:00,1,0,3,,unknown_risk
3543,male,"31,7",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_2054_days,14.9.2011,0,00:00,0,0,0,,unknown_risk
35430,female,"28,9",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_30_days,29.5.2015,0,09:21,0,0,0,,unknown_risk
35431,male,"21,5",M,Non_Verified,Heterosexual,Switch,Women,0,before_698_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35432,male,28,B,Non_Verified,Homosexual,Submisive,Nobody,0,before_701_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35433,female,"22,6",N,Non_Verified,bisexual,Submisive,Nobody,0,before_701_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35434,male,"58,9",C,Non_Verified,bisexual,Submisive,Nobody,15,before_522_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35435,male,32,G,Non_Verified,Homosexual,Submisive,Nobody,0,before_693_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35439,male,44,H,Non_Verified,Heterosexual,Dominant,Nobody,0,before_701_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
3544,male,"37,3",G,Non_Verified,bisexual,Submisive,Men,0,before_889_days,15.9.2011,0,00:00,0,0,0,,unknown_risk
35441,male,"45,3",A,Non_Verified,Homosexual,Submisive,Men,15,before_1_days,29.5.2015,0,05:55,3,0,0,,unknown_risk
35442,male,"38,2",N,Non_Verified,Homosexual,Dominant,Nobody,15,before_359_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35443,male,"22,5",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_701_days,29.5.2015,0,00:00,0,0,0,,unknown_risk
35444,male,"21,6",N,Non_Verified,Heterosexual,Submisive,Nobody,0,before_700_days,30.5.2015,0,00:00,0,0,0,,unknown_risk
35447,male,"35,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_700_days,30.5.2015,0,00:00,0,0,0,,unknown_risk
35448,male,"35,1",L,Non_Verified,Heterosexual,Switch,Nobody,0,before_700_days,30.5.2015,0,00:00,0,0,0,,unknown_risk
3545,male,"43,8",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_2053_days,15.9.2011,0,00:00,0,0,0,,unknown_risk
35450,female,"24,9",A,Non_Verified,bicurious,Switch,Nobody,0,before_699_days,30.5.2015,0,00:00,0,0,0,,unknown_risk
35452,male,"57,2",O,Non_Verified,bisexual,Switch,Nobody,0,before_700_days,30.5.2015,0,00:00,0,0,0,,unknown_risk
35456,female,"36,8",D,Non_Verified,bisexual,Switch,Nobody,0,before_699_days,30.5.2015,0,00:00,0,0,0,,unknown_risk
35457,female,"36,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_665_days,30.5.2015,0,00:00,0,0,0,,unknown_risk
35459,male,"32,2",K,Non_Verified,Heterosexual,Dominant,Nobody,-60,before_52_days,30.5.2015,0,00:00,0,4,0,"4,275,336,557,446,460,000,000,000,000",unknown_risk
3546,male,"39,4",B,Non_Verified,bisexual,Dominant,Nobody,0,before_2037_days,15.9.2011,0,00:00,0,0,0,,unknown_risk
35460,female,"21,7",F,Non_Verified,bisexual,Switch,Nobody,52,before_350_days,30.5.2015,4,00:37,1,0,0,"2,240,116,069,255,050,000,000,000",unknown_risk
35462,female,"41,2",F,Non_Verified,bicurious,Switch,Nobody,0,before_700_days,30.5.2015,0,00:00,0,0,0,,unknown_risk
35463,female,"30,3",N,Non_Verified,Heterosexual,Submisive,Nobody,15,before_698_days,31.5.2015,0,00:00,0,0,0,,unknown_risk
35464,male,"40,4",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_698_days,31.5.2015,0,00:00,0,0,0,,unknown_risk
35465,male,"45,9",N,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_3_days,31.5.2015,0,01:06,0,0,0,,unknown_risk
35467,male,"37,5",A,Non_Verified,Heterosexual,Dominant,Women,15,before_4_days,31.5.2015,0,00:04,0,0,0,,unknown_risk
3547,male,"37,9",A,Non_Verified,bisexual,Switch,Men_and_Women,15,before_1006_days,15.9.2011,0,00:00,0,0,0,,unknown_risk
35471,male,"51,8",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_684_days,31.5.2015,0,00:00,0,0,0,,unknown_risk
35474,male,"27,5",F,Non_Verified,bicurious,Submisive,Men_and_Women,0,before_66_days,31.5.2015,0,00:00,1,0,0,,unknown_risk
35475,female,"22,9",A,Non_Verified,bicurious,Dominant,Women,0,before_510_days,31.5.2015,0,14:28,1,0,0,2878,unknown_risk
35476,male,55,A,Non_Verified,Heterosexual,Switch,Nobody,0,before_699_days,31.5.2015,0,00:00,0,0,0,,unknown_risk
35480,male,"22,8",A,Non_Verified,Heterosexual,Dominant,Women,15,before_18_days,31.5.2015,0,00:00,0,0,0,,unknown_risk
35481,female,"38,5",B,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,5,before_697_days,31.5.2015,0,00:00,0,0,1,,unknown_risk
35483,female,"24,5",A,Non_Verified,bisexual,Switch,Nobody_but_maybe,0,before_689_days,31.5.2015,0,00:00,0,0,0,,unknown_risk
35485,male,27,B,Non_Verified,Heterosexual,Submisive,Nobody,20,before_239_days,31.5.2015,0,06:11,0,0,1,22639,unknown_risk
35487,female,"26,4",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_699_days,31.5.2015,0,00:00,0,0,0,,unknown_risk
3549,male,"31,1",M,Non_Verified,Heterosexual,Dominant,Men_and_Women,15,before_1519_days,15.9.2011,0,00:00,0,0,0,,unknown_risk
35490,male,"21,7",L,Non_Verified,Heterosexual,Switch,Nobody,0,before_644_days,1.6.2015,0,00:00,0,0,0,,unknown_risk
35491,male,40,E,Non_Verified,Heterosexual,Switch,Women,0,before_279_days,1.6.2015,0,00:37,0,0,0,,unknown_risk
35493,male,"63,7",M,Non_Verified,bisexual,Submisive,Nobody,0,before_698_days,1.6.2015,0,00:00,0,0,0,,unknown_risk
35495,female,"35,4",F,Non_Verified,bisexual,Submisive,Nobody,5,before_155_days,1.6.2015,0,00:00,0,0,1,,unknown_risk
35496,male,39,O,Non_Verified,bicurious,Submisive,Nobody,0,before_697_days,1.6.2015,0,00:00,0,0,0,,unknown_risk
35497,female,"22,4",N,Non_Verified,bisexual,Dominant,Nobody,1,before_685_days,1.6.2015,1,00:00,0,0,0,,unknown_risk
35498,female,35,L,Non_Verified,bisexual,Submisive,Nobody_but_maybe,0,before_697_days,1.6.2015,0,00:00,0,0,0,,unknown_risk
355,male,"25,9",M,Non_Verified,Homosexual,Switch,Nobody,0,before_1925_days,1.1.2010,0,00:00,0,0,0,,unknown_risk
3550,male,"33,2",F,Non_Verified,bisexual,Switch,Nobody,0,before_2007_days,15.9.2011,0,00:00,0,0,0,,unknown_risk
35501,female,"46,4",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_698_days,1.6.2015,0,00:00,0,0,0,,unknown_risk
35502,male,"33,5",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_566_days,1.6.2015,0,00:00,0,0,0,,unknown_risk
35505,male,"31,1",A,Non_Verified,Heterosexual,Switch,Women,15,before_2_days,1.6.2015,0,00:00,0,0,0,,unknown_risk
35506,male,"43,1",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_696_days,2.6.2015,0,00:00,0,0,0,,unknown_risk
3551,male,"26,5",B,Non_Verified,bicurious,Submisive,Women,65,before_101_days,15.9.2011,0,00:00,0,0,0,,unknown_risk
35512,male,"37,5",A,Non_Verified,bisexual,Dominant,Men_and_Women,30,before_245_days,2.6.2015,0,07:03,0,0,0,,unknown_risk
35513,male,"57,6",G,Non_Verified,Homosexual,Switch,,15,before_10_days,2.6.2015,0,00:00,0,0,0,,unknown_risk
35515,male,"37,3",O,Non_Verified,Heterosexual,Dominant,Nobody,0,before_492_days,2.6.2015,0,00:26,0,0,0,,unknown_risk
35516,male,"55,1",J,Non_Verified,bicurious,Dominant,Nobody,0,before_697_days,2.6.2015,0,00:00,0,0,0,,unknown_risk
35518,male,"20,9",C,Non_Verified,Heterosexual,Submisive,Women,15,before_148_days,2.6.2015,0,00:00,0,0,0,,unknown_risk
35519,male,"35,5",O,Non_Verified,Heterosexual,Dominant,Nobody,0,before_697_days,2.6.2015,0,00:00,0,0,0,,unknown_risk
35520,male,"47,5",L,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,before_238_days,2.6.2015,0,00:05,0,0,0,,unknown_risk
35521,female,"20,6",A,Non_Verified,bicurious,Switch,Nobody,0,before_308_days,2.6.2015,0,00:00,0,0,0,,unknown_risk
35522,male,"21,8",K,Non_Verified,bicurious,Dominant,Nobody,0,before_61_days,2.6.2015,0,00:00,0,1,0,,unknown_risk
35523,male,27,A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_697_days,2.6.2015,0,00:00,0,0,0,,unknown_risk
35524,male,"28,2",L,Non_Verified,bicurious,Switch,Nobody,0,before_365_days,2.6.2015,0,00:00,0,0,0,,unknown_risk
35528,female,24,L,Non_Verified,Heterosexual,Submisive,Nobody,0,before_570_days,3.6.2015,0,00:00,0,0,0,,unknown_risk
35529,male,46,O,Non_Verified,bicurious,Dominant,Women,0,before_499_days,3.6.2015,0,00:00,0,0,0,,unknown_risk
3553,male,"61,6",J,Non_Verified,bisexual,Switch,Nobody,15,before_2051_days,16.9.2011,0,00:00,0,0,0,,unknown_risk
35532,male,"39,5",A,Non_Verified,bicurious,Switch,Women,0,before_108_days,3.6.2015,0,00:00,0,0,0,,unknown_risk
35534,male,"38,7",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_499_days,3.6.2015,0,00:02,0,0,0,,unknown_risk
35535,male,"31,9",M,Non_Verified,Heterosexual,Submisive,Nobody,15,before_665_days,3.6.2015,0,00:00,0,0,0,,unknown_risk
35536,male,"20,9",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_696_days,3.6.2015,0,00:00,1,0,0,,unknown_risk
35537,male,"36,9",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_667_days,3.6.2015,0,00:00,0,0,0,,unknown_risk
35539,female,"30,1",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_133_days,3.6.2015,0,00:00,0,0,0,,unknown_risk
3554,male,"36,5",C,Non_Verified,bisexual,Submisive,Nobody,0,before_1570_days,16.9.2011,0,00:00,0,0,1,,unknown_risk
35541,male,"40,6",O,Non_Verified,Heterosexual,Switch,Nobody,5,before_17_days,3.6.2015,0,00:11,0,0,1,36524,unknown_risk
35542,male,"40,6",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_599_days,3.6.2015,0,00:00,1,0,0,,unknown_risk
35544,male,"22,3",M,Non_Verified,Heterosexual,Submisive,Nobody,0,before_505_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
35547,female,"41,4",E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_695_days,4.6.2015,0,00:02,0,0,0,,unknown_risk
35549,female,"31,3",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_695_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
3555,male,"43,2",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_2052_days,16.9.2011,0,00:00,0,0,0,,unknown_risk
35550,male,"44,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_695_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
35551,male,"53,5",E,Non_Verified,Heterosexual,Submisive,Nobody,0,before_695_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
35552,male,"42,8",J,Non_Verified,Homosexual,Submisive,Nobody,15,before_583_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
35555,female,43,O,Non_Verified,Heterosexual,Switch,Nobody,42,before_14_days,4.6.2015,78,143:01:00,0,2,0,"220,793,292,636,195,000,000,000,000,000,000,000,000,000,000",unknown_risk
35557,female,"33,2",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_149_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
35558,male,"44,7",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_609_days,4.6.2015,0,00:00,1,0,0,,unknown_risk
35560,male,"23,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_329_days,4.6.2015,0,05:43,0,1,0,,unknown_risk
35564,male,"26,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_695_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
35566,male,"41,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_695_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
35567,male,"34,3",A,Non_Verified,Heterosexual,Dominant,Women,0,before_695_days,4.6.2015,0,00:00,0,0,0,,unknown_risk
35568,male,"46,7",B,Non_Verified,Heterosexual,Dominant,Women,0,before_694_days,5.6.2015,0,00:00,0,0,0,,unknown_risk
3557,male,"33,9",J,Non_Verified,Heterosexual,Switch,Women,65,before_6_days,16.9.2011,0,00:00,0,0,0,,unknown_risk
35571,male,"26,4",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_694_days,5.6.2015,0,00:00,0,0,0,,unknown_risk
35572,male,32,B,Non_Verified,bicurious,Switch,Nobody,a,before_573_days,5.6.2015,0,00:00,1,0,0,,unknown_risk
35573,female,"24,3",N,Non_Verified,bicurious,Switch,Men_and_Women,50,before_1_days,5.6.2015,0,00:00,0,0,1,33936,unknown_risk
35575,male,"46,7",G,Non_Verified,Heterosexual,Dominant,Women,31,before_1_days,5.6.2015,1,00:00,0,0,0,,unknown_risk
35576,female,"25,3",A,Non_Verified,bicurious,Submisive,Nobody,0,before_694_days,5.6.2015,0,00:00,0,0,0,,unknown_risk
35577,male,"31,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_650_days,5.6.2015,0,00:00,0,0,0,,unknown_risk
35578,female,"23,5",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_679_days,5.6.2015,0,00:00,0,0,0,,unknown_risk
35579,male,"43,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_694_days,5.6.2015,0,00:00,0,0,0,,unknown_risk
3558,male,"34,1",C,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1991_days,17.9.2011,0,00:00,1,0,0,,unknown_risk
35580,female,"28,3",L,Non_Verified,bicurious,Switch,Nobody,0,before_674_days,5.6.2015,0,00:00,0,0,0,,unknown_risk
35581,male,"31,8",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_686_days,5.6.2015,0,00:00,0,0,0,,unknown_risk
35582,male,37,J,Non_Verified,Heterosexual,Switch,Women,136,before_41_days,6.6.2015,1,00:03,1,0,47,,unknown_risk
35583,male,"35,3",A,Non_Verified,Heterosexual,Submisive,Nobody,25,before_693_days,6.6.2015,0,00:00,0,0,5,,unknown_risk
35587,male,"36,8",L,Non_Verified,bicurious,Switch,Nobody,0,before_693_days,6.6.2015,0,00:00,0,0,0,,unknown_risk
35589,female,"20,6",G,Non_Verified,Heterosexual,Submisive,Men,10,before_363_days,6.6.2015,0,00:00,0,0,0,17329,unknown_risk
3559,male,"41,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1868_days,17.9.2011,0,00:00,1,0,0,,unknown_risk
35592,male,"28,6",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_693_days,6.6.2015,0,00:00,0,0,0,,unknown_risk
35593,male,"37,8",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_655_days,6.6.2015,0,00:00,0,0,0,,unknown_risk
35594,female,"38,1",K,Non_Verified,bicurious,Dominant,Nobody,0,before_462_days,6.6.2015,2,00:00,0,0,0,,unknown_risk
35599,female,"23,6",A,Non_Verified,Heterosexual,Submisive,Men,0,before_3_days,7.6.2015,0,07:34,0,0,0,"36,227,267,523,142",unknown_risk
3560,male,"24,9",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_247_days,17.9.2011,0,00:00,0,0,0,,unknown_risk
35600,male,"29,5",G,Non_Verified,bicurious,Dominant,Nobody_but_maybe,1,before_334_days,7.6.2015,3,00:00,0,0,0,,unknown_risk
35604,male,"43,8",D,Non_Verified,Heterosexual,Dominant,Nobody,0,before_610_days,7.6.2015,0,00:00,0,0,0,,unknown_risk
35607,male,"26,3",E,Non_Verified,Heterosexual,Switch,Women,7,before_1_days,7.6.2015,6,00:00,0,0,1,,unknown_risk
35609,male,"34,2",A,Non_Verified,bicurious,Submisive,Nobody,0,before_692_days,7.6.2015,0,00:00,0,0,0,,unknown_risk
3561,male,"42,6",G,Non_Verified,Heterosexual,Dominant,Women,15,before_1274_days,17.9.2011,0,00:00,0,0,0,,unknown_risk
35610,female,"22,5",B,Non_Verified,bicurious,Switch,Nobody,0,before_692_days,7.6.2015,0,00:01,0,0,0,,unknown_risk
35611,male,"26,4",O,Non_Verified,Heterosexual,Dominant,Nobody,0,before_650_days,7.6.2015,0,00:00,0,0,0,,unknown_risk
35612,male,"27,3",L,Non_Verified,Heterosexual,Switch,Women,73,before_3_days,7.6.2015,0,37:06:00,0,0,0,"23,427,441,404,151,900,000,000,000,000,000,000",unknown_risk
35614,male,"37,8",E,Non_Verified,Heterosexual,Switch,Nobody,35,before_3_days,7.6.2015,33,00:00,0,0,3,,unknown_risk
35615,male,"19,9",K,Non_Verified,Heterosexual,Switch,Nobody,0,before_692_days,7.6.2015,0,00:00,0,0,0,,unknown_risk
35616,male,"23,6",A,Non_Verified,Heterosexual,Dominant,Nobody,15,before_8_days,7.6.2015,0,00:00,1,0,0,,unknown_risk
35617,male,"33,2",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_37_days,7.6.2015,0,00:30,0,0,0,,unknown_risk
3562,male,44,L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2051_days,17.9.2011,0,00:00,0,0,0,,unknown_risk
35622,male,"34,1",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_504_days,7.6.2015,0,00:00,0,0,0,,unknown_risk
35623,male,"50,2",M,Non_Verified,Heterosexual,Switch,Nobody,0,before_607_days,7.6.2015,0,00:00,0,0,0,,unknown_risk
35624,male,"21,7",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_691_days,8.6.2015,0,00:00,0,0,0,,unknown_risk
35626,female,28,B,Non_Verified,Heterosexual,Switch,Nobody,0,before_679_days,8.6.2015,0,00:00,0,0,0,,unknown_risk
35627,male,"25,7",B,Non_Verified,bisexual,Switch,Nobody,0,before_3_days,8.6.2015,0,00:00,0,0,0,,unknown_risk
35629,female,"23,5",C,Non_Verified,bicurious,Submisive,,0,before_569_days,8.6.2015,0,02:42,0,0,0,"3,410,319,882,916,120,000",unknown_risk
3563,male,"52,9",M,Non_Verified,bisexual,Submisive,Nobody,60,before_1112_days,17.9.2011,0,00:14,1,0,11,,unknown_risk
35630,male,"23,2",N,Non_Verified,Heterosexual,Dominant,Nobody,0,before_507_days,8.6.2015,0,00:00,0,0,0,,unknown_risk
35634,female,26,A,Non_Verified,Heterosexual,Submisive,Nobody,30,before_1_days,8.6.2015,0,00:03,0,0,6,"21,833,169,903,001,400,000,000,000,000,000,000,000,000,000",unknown_risk
35635,female,"31,1",J,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,before_608_days,8.6.2015,0,00:00,0,0,0,,unknown_risk
35638,female,"43,9",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_659_days,8.6.2015,0,00:00,0,0,0,,unknown_risk
3564,male,"29,5",A,Non_Verified,Heterosexual,Switch,Nobody,15,before_1012_days,17.9.2011,0,01:57,0,0,0,,unknown_risk
35642,male,"25,3",C,Verified,Heterosexual,Switch,Women,100,before_11_days,8.6.2015,0,00:00,0,0,1,,unknown_risk
35643,male,"48,3",L,Non_Verified,Homosexual,Dominant,Nobody,0,before_141_days,9.6.2015,0,00:00,0,0,0,,unknown_risk
35644,male,42,A,Non_Verified,Heterosexual,Switch,Nobody,0,before_515_days,9.6.2015,0,00:00,0,0,0,,unknown_risk
35646,female,"45,8",N,Non_Verified,bisexual,Submisive,Men_and_Women,15,before_675_days,9.6.2015,0,00:00,0,0,0,,unknown_risk
35647,female,"46,4",C,Non_Verified,Homosexual,Submisive,Nobody,0,before_690_days,9.6.2015,0,00:00,0,0,0,,unknown_risk
3565,male,"41,9",B,Non_Verified,Heterosexual,Dominant,Nobody,8,before_6_days,18.9.2011,15,00:27,4,0,0,,unknown_risk
35651,male,"21,9",A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,before_690_days,9.6.2015,0,00:00,0,0,0,,unknown_risk
35652,male,"38,9",M,Non_Verified,bicurious,Submisive,Nobody,15,before_243_days,9.6.2015,0,00:00,2,0,0,,unknown_risk
